"Source","Target","Weight"
"Refractory metals","Medical device","2"
"Refractory metals","Metal Mass","8"
"Refractory metals","Metal powder","8"
"Refractory metals","Molybdenum","18"
"Refractory metals","Niobium","15"
"Refractory metals","Osmium","4"
"Refractory metals","Palladium","8"
"Refractory metals","Particle size","3"
"Refractory metals","Pascal (unit)","2"
"Refractory metals","Platinum","10"
"Refractory metals","Platinum group","8"
"Refractory metals","Precious metal","8"
"Refractory metals","Printed circuit board","2"
"Refrigerant","Control unit","2"
"Refrigerant","Impurity","2"
"Refrigerant","Propelling nozzle","2"
"Refrigerator","Air conditioning","3"
"Refrigerator","Bottle","5"
"Refrigerator","Boxcar","5"
"Refrigerator","Coupling","2"
"Refrigerator","Drill pipe","5"
"Refrigerator","Empennage","5"
"Refrigerator","Heat exchanger","2"
"Refrigerator","Helipad","5"
"Refrigerator","Laptop","5"
"Refrigerator","Medical ventilator","2"
"Refrigerator","Mobile device","5"
"Refuse-derived fuel","Coal dust","2"
"Regard","Alloy steel","2"
"Regard","Blast furnace","2"
"Regard","Boron","2"
"Regard","Combination","2"
"Regard","Electricity","2"
"Regard","Electromagnetic radiation","2"
"Regard","Final product","2"
"Regard","Flight control surfaces","2"
"Regard","Intermediate good","2"
"Regard","Invention","6"
"Regard","List of copper alloys","2"
"Regard","Manganese","2"
"Regard","Power station","5"
"Regard","Pumping Iron","2"
"Regard","Quality (business)","2"
"Regenerative process","Carbon monoxide","2"
"Region A","Compact Cassette","2"
"Region A","Crystal structure","2"
"Region A","Optic axis of a crystal","2"
"Regression analysis","Refractory","2"
"Relational operator","Calibration curve","2"
"Relational operator","Contact angle","3"
"Relational operator","Electrical resistivity and conductivity","2"
"Relational operator","Foreplay/Long Time","2"
"Relational operator","Invention","2"
"Relational operator","Number density","2"
"Relational operator","Phi","2"
"Relative atomic mass","Alkali metal","2"
"Relative atomic mass","Alkaline earth metal","2"
"Relative atomic mass","Cobalt(II) nitrate","3"
"Relative atomic mass","Crystal structure","2"
"Relative atomic mass","Erbium(III) oxide","2"
"Relative atomic mass","Molybdenum","2"
"Relative atomic mass","Neodymium","2"
"Relative atomic mass","Nickel oxide","2"
"Relative change and difference","Accordance","3"
"Relative change and difference","Fusible alloy","2"
"Relative change and difference","Patent claim","3"
"Relative change and difference","Rare-earth magnet","2"
"Relative density","002 - Early Stage","3"
"Relative density","Alkali metal","2"
"Relative density","Atomic ratio","2"
"Relative density","Boron trioxide","2"
"Relative density","Briquette","2"
"Relative density","Bubble (physics)","2"
"Relative density","CPU time","2"
"Relative density","Chromium oxide","4"
"Relative density","Cobalt oxide","4"
"Relative density","Cobalt(II) oxide","4"
"Relative density","Cylinder (geometry)","2"
"Relative density","Electrical resistivity and conductivity","2"
"Relative density","Heat Treatment","2"
"Relative density","Heat treating","2"
"Relative density","Inert gas","2"
"Relative density","Invention","3"
"Relative density","Magnesium oxide","2"
"Relative density","Monoceros Ring","2"
"Relative density","Oxide","3"
"Relative density","Particle size","2"
"Relative density","Pulverizer","2"
"Relative direction","10B","2"
"Relative direction","Interface and colloid science","2"
"Relative direction","Line (geometry)","2"
"Relative humidity","Airfoil","4"
"Relative humidity","Compound annual growth rate","2"
"Relative humidity","Drug reference standard","2"
"Relative humidity","Inert gas","3"
"Relative humidity","Intermediate product","2"
"Relative humidity","Intermetallic","12"
"Relative humidity","Invention","4"
"Relative humidity","Magnetic field","3"
"Relative humidity","Organic compound","2"
"Relative humidity","Reason","2"
"Relative strength","Magnesium alloy","2"
"Relative velocity","Boron nitride","2"
"Relative velocity","Cemented carbide","2"
"Relative velocity","Hip","2"
"Relative velocity","Hot isostatic pressing","2"
"Relay","Concrete","2"
"Relay","Electronic component","2"
"Relay","Electronics","2"
"Relay","Lead frame","3"
"Relay","List of copper alloys","2"
"Release agent","Bismuth","2"
"Release agent","Cadmium","2"
"Release agent","Cerium","2"
"Release agent","Indium","2"
"Release agent","Lithium","2"
"Release agent","Magnesium","2"
"Release agent","Niobium","2"
"Release agent","Potassium","2"
"Relevance","Prior art","3"
"Relevance","Reference","2"
"Remainder","1,3-Diphenylurea","2"
"Remainder","Abrasion (mechanical)","6"
"Remainder","Absolute value","4"
"Remainder","Acicular ferrite","2"
"Remainder","Addition","5"
"Remainder","Advance ratio","3"
"Remainder","Afterlife","2"
"Remainder","Alginic acid","2"
"Remainder","Alloy steel","8"
"Remainder","Alpha","32"
"Remainder","Aluminium alloy","97"
"Remainder","Ammonium hydroxide","2"
"Remainder","Amorphous metal","2"
"Remainder","Annealing temperature","3"
"Remainder","Applicant (sketch)","2"
"Remainder","Aspect ratio","6"
"Remainder","Atomic ratio","9"
"Remainder","Austenite","11"
"Remainder","Austenitic stainless steel","7"
"Remainder","Automotive industry","2"
"Remainder","Average","10"
"Remainder","Axle","2"
"Remainder","Bainite","26"
"Remainder","Beta","26"
"Remainder","Binder (material)","13"
"Remainder","Binding (linguistics)","2"
"Remainder","Biomass","2"
"Remainder","Boron","31"
"Remainder","Branch","3"
"Remainder","C/s","3"
"Remainder","CPU time","2"
"Remainder","CR2","2"
"Remainder","CR3","4"
"Remainder","Cable harness","2"
"Remainder","Calcium oxide","2"
"Remainder","Camera module","2"
"Remainder","Carbon dioxide","5"
"Remainder","Carbon monoxide","2"
"Remainder","Carbon steel","2"
"Remainder","Carbonate minerals","4"
"Remainder","Carboxymethyl cellulose","2"
"Remainder","Cast iron","2"
"Remainder","Casting (metalworking)","7"
"Remainder","Cathode ray","3"
"Remainder","Celsius","5"
"Remainder","Cementite","12"
"Remainder","Cerium","5"
"Remainder","Cermet","2"
"Remainder","Chemical composition","82"
"Remainder","Chemical formula","2"
"Remainder","Clock","2"
"Remainder","Combination","2"
"Remainder","Complex oxide","6"
"Remainder","Composite material","2"
"Remainder","Concrete","8"
"Remainder","Continuous casting","7"
"Remainder","Corrosion","25"
"Remainder","Crown cork","2"
"Remainder","Cryogenics","8"
"Remainder","Cryopreservation","2"
"Remainder","Cupronickel","2"
"Remainder","Dendrite","3"
"Remainder","Dew point","9"
"Remainder","Dextran","2"
"Remainder","Dextrin","2"
"Remainder","Diffusion barrier","2"
"Remainder","Dry lubricant","2"
"Remainder","Dysprosium","2"
"Remainder","Electrical resistance and conductance","3"
"Remainder","Electrical resistivity and conductivity","45"
"Remainder","Electrical wiring","3"
"Remainder","Electromagnetic induction","4"
"Remainder","Electron microscope","2"
"Remainder","Electronic component","5"
"Remainder","Erythronium","2"
"Remainder","Et cetera","3"
"Remainder","Ethyl cellulose","2"
"Remainder","European Patent Convention","2"
"Remainder","Fertilizer","2"
"Remainder","Floating liquefied natural gas","2"
"Remainder","Fluid parcel","13"
"Remainder","Following","21"
"Remainder","Formula","7"
"Remainder","Frequency distribution","2"
"Remainder","Furnace","3"
"Remainder","Gadolinium","2"
"Remainder","Gelatin","2"
"Remainder","Glossary of computer graphics","2"
"Remainder","Glossary of musical terminology","2"
"Remainder","Grain boundary","12"
"Remainder","Grain size","6"
"Remainder","Group 3 element","3"
"Remainder","Hafnium","6"
"Remainder","Hardenability","2"
"Remainder","Hardness","6"
"Remainder","Heat Treatment","5"
"Remainder","Heat exchanger","9"
"Remainder","Heat treating","5"
"Remainder","Hot Press","11"
"Remainder","Hot working","2"
"Remainder","Hour","8"
"Remainder","Hydrogen technologies","3"
"Remainder","Hydroxyethyl cellulose","2"
"Remainder","Hydroxypropyl cellulose","2"
"Remainder","Hypromellose","3"
"Remainder","Impurity","158"
"Remainder","Indium","4"
"Remainder","Inert gas","4"
"Remainder","Ingot","3"
"Remainder","Intention","13"
"Remainder","Intermediate good","2"
"Remainder","Intermetallic","18"
"Remainder","Internal combustion engine","2"
"Remainder","Invention","97"
"Remainder","Lanthanum","5"
"Remainder","Length","4"
"Remainder","Limit superior and limit inferior","5"
"Remainder","Linear-motion bearing","5"
"Remainder","List of alloys","10"
"Remainder","List of copper alloys","95"
"Remainder","List of industrial processes","4"
"Remainder","List of materials properties","2"
"Remainder","List of natural gas pipelines","2"
"Remainder","Lubricant","2"
"Remainder","Machinability","6"
"Remainder","Magnesium","22"
"Remainder","Magnesium alloy","30"
"Remainder","Magnesium oxide","2"
"Remainder","Mangalloy","2"
"Remainder","Manganese","94"
"Remainder","Manufacturing","2"
"Remainder","Martensite","24"
"Remainder","Martensitic stainless steel","14"
"Remainder","Mass fraction (chemistry)","19"
"Remainder","Mass ratio","7"
"Remainder","Media type","2"
"Remainder","Medical device","2"
"Remainder","Melting","11"
"Remainder","Metal","9"
"Remainder","Metal powder","5"
"Remainder","Micrometer","44"
"Remainder","Mineral (nutrient)","2"
"Remainder","Minimum phase","3"
"Remainder","Mischmetal","29"
"Remainder","Mixed layer","2"
"Remainder","Molecular diffusion","3"
"Remainder","Molybdenum","38"
"Remainder","Motor vehicle","11"
"Remainder","Neodymium","3"
"Remainder","Niobium","39"
"Remainder","Nitrogen","3"
"Remainder","No frills","4"
"Remainder","Normal (geometry)","5"
"Remainder","Nuclear power plant","8"
"Remainder","Number density","9"
"Remainder","Ordinal number","3"
"Remainder","Organizational structure","3"
"Remainder","Parent material","2"
"Remainder","Particle number","15"
"Remainder","Particle size","12"
"Remainder","Pascal (unit)","54"
"Remainder","Patent application","2"
"Remainder","Patent claim","3"
"Remainder","Pearlite","25"
"Remainder","Perlite","2"
"Remainder","Phenomenon","2"
"Remainder","Phosphor bronze","2"
"Remainder","Pipe (fluid conveyance)","16"
"Remainder","Plating","2"
"Remainder","Platinum","3"
"Remainder","Polyacrylic acid","2"
"Remainder","Polyethylene glycol","2"
"Remainder","Polypropylene glycol","2"
"Remainder","Polyvinyl alcohol","2"
"Remainder","Polyvinylpyrrolidone","2"
"Remainder","Potato","2"
"Remainder","Primary Phase","2"
"Remainder","Protocol for Web Description Resources","2"
"Remainder","Pulse-code modulation","6"
"Remainder","Quenching","2"
"Remainder","Raman spectroscopy","7"
"Remainder","Rare earth element","19"
"Remainder","Rare-earth magnet","5"
"Remainder","Raw material","31"
"Remainder","Reason","6"
"Remainder","Relative density","2"
"Remanence","Chemical composition","3"
"Remanence","Coercivity","3"
"Remanence","Concrete","3"
"Remanence","Countermeasure","2"
"Remanence","Invention","3"
"Remanence","Liquid","2"
"Remanence","Lorentz force","4"
"Remanence","Magnet","6"
"Remanence","Magnetic separation","2"
"Remanence","Manganese","2"
"Remanence","Mischmetal","2"
"Remanence","Mole (unit)","3"
"Remember Me (British Sea Power song)","Aluminium oxide","3"
"Remember Me (British Sea Power song)","Intermediate state","2"
"Remember Me (British Sea Power song)","Lithium-ion battery","8"
"Remember Me (British Sea Power song)","Manganese oxide","3"
"Renewable energy","Blast furnace","4"
"Renewable energy","Blast furnace gas","7"
"Renewable energy","By-product","2"
"Renewable energy","Carbon dioxide","2"
"Renewable energy","Classification of discontinuities","6"
"Renewable energy","Electric generator","6"
"Renewable energy","Electrical energy","44"
"Renewable energy","Electrolysis of water","15"
"Renewable energy","Energy audit","4"
"Renewable energy","Energy development","20"
"Renewable energy","Energy homeostasis","2"
"Renewable energy","Exhaust gas","6"
"Renewable energy","Final product","5"
"Renewable energy","Fluidized bed reactor","3"
"Renewable energy","Forms of energy","3"
"Renewable energy","Fuel cell","11"
"Renewable energy","Fullerene","2"
"Renewable energy","Generating","2"
"Renewable energy","Geothermal heating","2"
"Renewable energy","Greenhouse gas","11"
"Renewable energy","Heat exchanger","14"
"Renewable energy","High-temperature electrolysis","2"
"Renewable energy","Hydropower","8"
"Renewable energy","Impurity","2"
"Renewable energy","Intermediate product","30"
"Renewable energy","Invention","12"
"Renewable energy","Iron ore","13"
"Renewable energy","List of industrial processes","3"
"Renewable energy","Molten carbonate fuel cell","2"
"Renewable energy","Petroleum industry","2"
"Renewable energy","Photovoltaics","8"
"Renewable energy","Pig iron","2"
"Renewable energy","Precious metal","2"
"Renewable energy","Prediction","4"
"Renewable energy","Proton exchange membrane fuel cell","2"
"Renewable energy","Rain","2"
"Repeat unit","Amine","4"
"Repeat unit","Cathode ray","2"
"Repeat unit","Cross-link","4"
"Repeat unit","Formula unit","2"
"Repeat unit","Inorganic compound","2"
"Repeat unit","Molecular mass","2"
"Repeat unit","Natural number","2"
"Replica trick","Micrometer","2"
"Report","Cadmium telluride","2"
"Report","Electric field","2"
"Report","Electromagnetic radiation","2"
"Report","Magnetic field","2"
"Representative example","Induction heating","2"
"Reproducibility","Applicant (sketch)","2"
"Reproducibility","Intermediate good","4"
"Reproducibility","Raw material","3"
"Research","Biological material","2"
"Research","Innovation","2"
"Research","Invention","2"
"Research","Magnesium alloy","4"
"Research","Nanotechnology","2"
"Research and development","Biological material","2"
"Research and development","Innovation","2"
"Research and development","Nanotechnology","2"
"Research and development","Research","2"
"Reservoir","Bayer process","2"
"Reservoir","Exchange interaction","3"
"Reservoir","Pressure","2"
"Residual oil","Particulates","2"
"Residual stress","10R","33"
"Residual stress","12A","2"
"Residual stress","12B","5"
"Residual stress","Addition","2"
"Residual stress","Arc welding","2"
"Residual stress","Belt (mechanical)","3"
"Residual stress","Bending (metalworking)","3"
"Residual stress","Casting","2"
"Residual stress","Circumference","4"
"Residual stress","Crankshaft deep rolling","2"
"Residual stress","Crystal structure","2"
"Residual stress","Delamination","5"
"Residual stress","Disconnection","2"
"Residual stress","Distortion","2"
"Residual stress","Electrical resistivity and conductivity","2"
"Residual stress","Electromagnetic radiation","2"
"Residual stress","Electronics","4"
"Residual stress","Fatigue (material)","3"
"Residual stress","Flow velocity","4"
"Residual stress","Grain boundary","3"
"Residual stress","Harvard–Smithsonian Center for Astrophysics","2"
"Residual stress","Heat Treatment","5"
"Residual stress","Heat treating","5"
"Residual stress","Hysteresis","2"
"Residual stress","Invention","5"
"Residual stress","Laser","2"
"Residual stress","Laser Beam","2"
"Residual stress","Lead frame","9"
"Residual stress","Liquid metal embrittlement","6"
"Residual stress","List of copper alloys","11"
"Residual stress","Magnetic core","2"
"Residual stress","Manufacturing","4"
"Residual stress","Manufacturing cost","2"
"Residual stress","McLaren 12C","2"
"Residual stress","Medicare Part D","36"
"Residual stress","Melting","2"
"Residual stress","Metal","2"
"Residual stress","Micrometer","2"
"Residual stress","Negative thermal expansion","5"
"Residual stress","Nuclear power plant","3"
"Residual stress","Oxy-fuel welding and cutting","2"
"Residual stress","Paragraph","3"
"Residual stress","Pascal (unit)","26"
"Residual stress","Pipe (fluid conveyance)","2"
"Residual stress","Powder mixture","2"
"Residual stress","Preventive maintenance","2"
"Residual stress","Pulse laser","2"
"Residual stress","Rainbow table","2"
"Residual stress","Raw material","4"
"Residual stress","Remainder","2"
"Residue (chemistry)","List of alloys","2"
"Resistor","Amorphous metal","3"
"Resistor","Argon","2"
"Resistor","Austenitic stainless steel","10"
"Resistor","Automotive industry","3"
"Resistor","Cerium","2"
"Resistor","Copper tubing","2"
"Resistor","Disc brake","2"
"Resistor","Elastic modulus","3"
"Resistor","Electric current","3"
"Resistor","Electrical wiring","2"
"Resistor","Free Crack","2"
"Resistor","Hydrogen technologies","2"
"Resistor","Intermetallic","6"
"Resistor","Interpass temperature","2"
"Resistor","Invention","10"
"Resistor","Lanthanum","2"
"Resistor","Manganese","2"
"Resistor","Neodymium","2"
"Resistor","Patent claim","2"
"Resistor","Pipe (fluid conveyance)","6"
"Resistor","Remainder","2"
"Resonance","Impeller","3"
"Resonance","Invention","2"
"Resonance chamber","Hand","3"
"Resonance chamber","Heat Treatment","3"
"Resonance chamber","Heat treating","3"
"Resonance chamber","Musical note","3"
"Resonator","Laser peening","3"
"Resource Conservation and Recovery Act","Glossary of patent law terms","2"
"Resource Conservation and Recovery Act","List of time periods","2"
"Resource map","Intermetallic","3"
"Respect","1,3-Diphenylurea","4"
"Respect","10B","2"
"Respect","10R","28"
"Respect","12A","3"
"Respect","12B","5"
"Respect","24A","2"
"Respect","27A","2"
"Respect","3D modeling","2"
"Respect","A5","2"
"Respect","Abrasion (mechanical)","37"
"Respect","Abrasive blasting","2"
"Respect","Absolute value","2"
"Respect","Abutment","2"
"Respect","Acceleration voltage","2"
"Respect","Accordance","9"
"Respect","Acid gas","3"
"Respect","Acid strength","2"
"Respect","Acrylic resin","10"
"Respect","Acyl halide","4"
"Respect","Addition","40"
"Respect","Adsorption","3"
"Respect","Advance ratio","11"
"Respect","Afterlife","15"
"Respect","Aircraft dynamic modes","2"
"Respect","Airfoil","31"
"Respect","Alkali metal","10"
"Respect","Alkaline earth metal","2"
"Respect","Alkane","2"
"Respect","Alkoxide","4"
"Respect","Alkyl","8"
"Respect","Alloy","6"
"Respect","Alloy steel","5"
"Respect","Almen strip","3"
"Respect","Alpha","32"
"Respect","Aluminium alloy","57"
"Respect","Aluminium foil","4"
"Respect","Aluminium nitride","2"
"Respect","Aluminium oxide","11"
"Respect","Aluminium powder","4"
"Respect","Amine","2"
"Respect","Amino acid","2"
"Respect","Ammonium","2"
"Respect","Ammonium chloride","2"
"Respect","Ammonium hydroxide","3"
"Respect","Ammonium phosphate","2"
"Respect","Amorphous metal","5"
"Respect","Amplitude","2"
"Respect","Analyte","6"
"Respect","Anatomical terms of location","3"
"Respect","Anatomical terms of motion","8"
"Respect","Angle","8"
"Respect","Angle of rotation","2"
"Respect","Annealing temperature","3"
"Respect","Antimony","5"
"Respect","Applicant (sketch)","3"
"Respect","Aqueous solution","34"
"Respect","Area","4"
"Respect","Argon","2"
"Respect","Array data structure","3"
"Respect","Arsenic","6"
"Respect","Aspect ratio","14"
"Respect","Atmosphere of Earth","4"
"Respect","Atomic number","6"
"Respect","Atomic radius","2"
"Respect","Atomic ratio","77"
"Respect","Austenite","20"
"Respect","Austenitic stainless steel","4"
"Respect","Average","30"
"Respect","Aya (goddess)","2"
"Respect","Azimuth","5"
"Respect","Bainite","28"
"Respect","Ball mill","3"
"Respect","Bar (unit)","3"
"Respect","Barium","6"
"Respect","Barium carbonate","4"
"Respect","Barium fluoride","10"
"Respect","Base (chemistry)","2"
"Respect","Battery (electricity)","2"
"Respect","Bearing pressure","3"
"Respect","Bellman equation","2"
"Respect","Belt (mechanical)","3"
"Respect","Benzene","2"
"Respect","Beryllium","7"
"Respect","Beta","12"
"Respect","Binder (material)","4"
"Respect","Bismuth","10"
"Respect","Black carbon","3"
"Respect","Blast furnace","36"
"Respect","Boat","3"
"Respect","Boron","68"
"Respect","Boron nitride","7"
"Respect","Boundary layer","2"
"Respect","Bow shape","2"
"Respect","Brush","2"
"Respect","Bulbous bow","34"
"Respect","Bulk cargo","3"
"Respect","Bulk density","2"
"Respect","Bunion","9"
"Respect","C/s","3"
"Respect","CCIR System M","2"
"Respect","CONFIG.SYS","6"
"Respect","CPU time","2"
"Respect","CaF2","6"
"Respect","Cadmium","2"
"Respect","Cadmium sulfide","2"
"Respect","Calcium carbide","2"
"Respect","Calcium carbonate","4"
"Respect","Calcium chloride","51"
"Respect","Calcium fluoride","61"
"Respect","Calcium hydroxide","3"
"Respect","Calcium oxide","65"
"Respect","Calculation","6"
"Respect","Carbon","4"
"Respect","Carbon dioxide","18"
"Respect","Carbon monoxide","3"
"Respect","Carbon nanotube","3"
"Respect","Carbon steel","8"
"Respect","Carbonaceous film","4"
"Respect","Carboxylic acid","8"
"Respect","Cardboard","2"
"Respect","Cardinal point (optics)","2"
"Respect","Cartesian coordinate system","6"
"Respect","Casting (metalworking)","5"
"Respect","Cathode ray","13"
"Respect","Causality","6"
"Respect","Celsius","24"
"Respect","Cement","2"
"Respect","Cemented carbide","4"
"Respect","Cementite","8"
"Respect","Ceramic","2"
"Respect","Cerium","9"
"Respect","Cermet","14"
"Respect","Chain transfer","3"
"Respect","Chamfer","12"
"Respect","Chelation","7"
"Respect","Chemical composition","17"
"Respect","Chemical element","5"
"Respect","Chemical equilibrium","3"
"Respect","Chemical plant","4"
"Respect","Chemical property","2"
"Respect","Child","13"
"Respect","Circumference","8"
"Respect","Clock","2"
"Respect","Coating","2"
"Respect","Coefficient of variation","3"
"Respect","Coercivity","25"
"Respect","Coil spring","5"
"Respect","Combination","2"
"Respect","Combustion chamber","3"
"Respect","Complex oxide","6"
"Respect","Composite material","16"
"Respect","Compound annual growth rate","2"
"Respect","Compressive stress","2"
"Respect","Computer","2"
"Respect","Concentration","3"
"Respect","Concentration ratio","8"
"Respect","Concrete","10"
"Respect","Conduit (convention)","3"
"Respect","Contact angle","4"
"Respect","Contact area","2"
"Respect","Contact resistance","6"
"Respect","Continuous casting","7"
"Respect","Contract","2"
"Respect","Control System","5"
"Respect","Control unit","6"
"Respect","Conveyor belt","2"
"Respect","Cool Zone","4"
"Respect","Coolant","7"
"Respect","Cooling capacity","2"
"Respect","Cooling flow","2"
"Respect","Cooling system","34"
"Respect","Copper extraction techniques","3"
"Respect","Copper sulfide","3"
"Respect","Copper tubing","3"
"Respect","Copper wire and cable","8"
"Respect","Corrosion","54"
"Respect","Cost of goods sold","2"
"Respect","Cost overrun","3"
"Respect","Creep (deformation)","3"
"Respect","Crop","3"
"Respect","Cross section (geometry)","4"
"Respect","Cryogenics","8"
"Respect","Crystal","3"
"Respect","Crystal structure","7"
"Respect","Crystallization","2"
"Respect","Cubic metre","2"
"Respect","Curie temperature","3"
"Respect","Current source","2"
"Respect","Cyclohexane","2"
"Respect","Cyclohexane conformation","3"
"Respect","D10","3"
"Respect","D50","3"
"Respect","Day","2"
"Respect","Dead centre (engineering)","2"
"Respect","Deformation (engineering)","2"
"Respect","Degasification","2"
"Respect","Dendrite","4"
"Respect","Deoxidization","2"
"Respect","Depressant","3"
"Respect","Description","8"
"Respect","Dew point","2"
"Respect","Dice","2"
"Respect","Dielectric heating","4"
"Respect","Diethylene glycol","2"
"Respect","Differential scanning calorimetry","2"
"Respect","Diffusion","3"
"Respect","Diffusion barrier","2"
"Respect","Dimethyl maleate","2"
"Respect","Dimethyl malonate","2"
"Respect","Dimethyl oxalate","2"
"Respect","Disaccharide","2"
"Respect","Disconnection","5"
"Respect","Distortion","3"
"Respect","Doctor of Science","2"
"Respect","Document","7"
"Respect","Double layer (surface science)","2"
"Respect","Drilling and blasting","5"
"Respect","Drug reference standard","8"
"Respect","Dry weight","2"
"Respect","Dustiness","2"
"Respect","Dysprosium","5"
"Respect","Dysprosium(III) oxide","2"
"Respect","Economic efficiency","2"
"Respect","Eigenvalues and eigenvectors","2"
"Respect","Elastic modulus","8"
"Respect","Electric arc furnace","14"
"Respect","Electric current","2"
"Respect","Electric energy consumption","2"
"Respect","Electric power","12"
"Respect","Electrical resistivity and conductivity","32"
"Respect","Electrical steel","2"
"Respect","Electrode","2"
"Respect","Electromagnetic radiation","4"
"Respect","Electron backscatter diffraction","13"
"Respect","Electron gun","2"
"Respect","Electron microscope","5"
"Respect","Electronic component","6"
"Respect","Electronics","3"
"Respect","Electronvolt","6"
"Respect","Ellingham diagram","2"
"Respect","Elution","3"
"Respect","Emergency power system","9"
"Respect","Energy supply","2"
"Respect","Energy-dispersive X-ray spectroscopy","6"
"Respect","Epidermis","2"
"Respect","Epoxide","5"
"Respect","Epoxy","18"
"Respect","Equivalent carbon content","8"
"Respect","Erbium","2"
"Respect","Et cetera","17"
"Respect","Eta","5"
"Respect","Ethyl group","3"
"Respect","Ethylene glycol","2"
"Respect","Europium","2"
"Respect","Expected value","2"
"Respect","Exudate","2"
"Respect","Face","6"
"Respect","Fatigue (material)","2"
"Respect","Fatigue limit","10"
"Respect","Fatty acid ester","2"
"Respect","Fatty amine","4"
"Respect","Feed line","2"
"Respect","Ferrule","12"
"Respect","Fever","2"
"Respect","Fiberglass","2"
"Respect","Figure of the Earth","7"
"Respect","Final product","4"
"Respect","Fine Powder","13"
"Respect","Fine structure","3"
"Respect","First Position","2"
"Respect","First Set","2"
"Respect","Fish measurement","3"
"Respect","Flexible display","3"
"Respect","Flexural strength","3"
"Respect","Flight control surfaces","24"
"Respect","Fluid dynamics","5"
"Respect","Fluid parcel","15"
"Respect","Fluorine","7"
"Respect","Flux (metallurgy)","5"
"Respect","Foot","7"
"Respect","Foot (unit)","2"
"Respect","Formula","2"
"Respect","Formula composition","2"
"Respect","Fracture","3"
"Respect","Free machining steel","2"
"Respect","Freedom of movement","3"
"Respect","Frequency distribution","3"
"Respect","Fullerene","4"
"Respect","Functional group","2"
"Respect","Fundamental structure","3"
"Respect","Furnace","2"
"Respect","Gadolinium","2"
"Respect","Gallium","24"
"Respect","Gas turbine","2"
"Respect","Gasket","2"
"Respect","Gimbal","3"
"Respect","Glossary of musical terminology","2"
"Respect","Glove","3"
"Respect","Glow discharge","6"
"Respect","Grain boundary","26"
"Respect","Grain growth","9"
"Respect","Grain size","18"
"Respect","Gram per litre","6"
"Respect","Group 3 element","14"
"Respect","Group A","3"
"Respect","Hafnium","14"
"Respect","Halide","3"
"Respect","Hardenability","9"
"Respect","Hardness","18"
"Respect","Headlamp","2"
"Respect","Heat Generation","7"
"Respect","Heat Treatment","2"
"Respect","Heat exchanger","19"
"Respect","Heat sink","2"
"Respect","Heat transfer","6"
"Respect","Heat treating","2"
"Respect","Heating element","9"
"Respect","Henceforth","8"
"Respect","Heptane","2"
"Respect","Hermetic seal","7"
"Respect","Hexane","2"
"Respect","High frequency","4"
"Respect","High pressure","2"
"Respect","Hip","4"
"Respect","Holmium","2"
"Respect","Homogeneity and heterogeneity","3"
"Respect","Horizontal and vertical","4"
"Respect","Hot Press","3"
"Respect","Hour","4"
"Respect","Human body","2"
"Respect","Human body weight","4"
"Respect","Human height","2"
"Respect","Hydraulic cylinder","7"
"Respect","Hydrochloric acid","21"
"Respect","Hydrofluoric acid","18"
"Respect","Image analysis","2"
"Respect","Impeller","2"
"Respect","Impurity","40"
"Respect","Incidence (epidemiology)","8"
"Respect","Indium","18"
"Respect","Induction coil","2"
"Respect","Induction hardening","6"
"Respect","Induction heating","24"
"Respect","Inductor","8"
"Respect","Inert gas","17"
"Respect","Ingot","18"
"Respect","Injection molding machine","3"
"Respect","Injection moulding","2"
"Respect","Insert (SQL)","2"
"Respect","Interface and colloid science","22"
"Respect","Intermediate good","5"
"Respect","Intermediate product","6"
"Respect","Intermetallic","49"
"Respect","Internal combustion engine","7"
"Respect","Invention","152"
"Respect","Ion exchange","2"
"Respect","Iron chloride","3"
"Respect","Iron ore","6"
"Respect","Iron oxide","14"
"Respect","Iron powder","14"
"Respect","Iron(II) chloride","3"
"Respect","Isocyanate","4"
"Respect","Jet mill","5"
"Respect","KOE","7"
"Respect","Kurtosis","3"
"Respect","Lambda","2"
"Respect","Lankford coefficient","2"
"Respect","Lanthanide","2"
"Respect","Lanthanum","5"
"Respect","Lanthanum hexaboride","2"
"Respect","Lanthanum oxide","2"
"Respect","Laser","7"
"Respect","Laser Beam","7"
"Respect","Lattice constant","5"
"Respect","Layered clothing","5"
"Respect","Lead frame","15"
"Respect","Length","4"
"Respect","Length measurement","2"
"Respect","Life extension","8"
"Respect","Limit superior and limit inferior","27"
"Respect","Line segment","13"
"Respect","Linear motor","2"
"Respect","Linear-motion bearing","6"
"Respect","Liquid","9"
"Respect","Liquid metal","5"
"Respect","List of alloys","4"
"Respect","List of copper alloys","105"
"Respect","List of gear nomenclature","10"
"Respect","List of materials properties","2"
"Respect","List of particles","2"
"Respect","List of sovereign states and dependencies by area","3"
"Respect","List of synthetic polymers","3"
"Respect","List of time periods","9"
"Respect","Lithium","13"
"Respect","Lithium carbonate","6"
"Respect","Lithium fluoride","10"
"Respect","Lithium-ion battery","3"
"Respect","Litre","3"
"Respect","Lorentz force","6"
"Respect","MOVE","2"
"Respect","Machinability","6"
"Respect","Magnesium","47"
"Respect","Magnesium alloy","9"
"Respect","Magnesium fluoride","10"
"Respect","Magnesium oxide","23"
"Respect","Magnesium silicide","2"
"Respect","Magnet","71"
"Respect","Magnetic core","10"
"Respect","Magnetic field","34"
"Respect","Magnetic flux","13"
"Respect","Magnetic nanoparticles","3"
"Respect","Magnetic separation","2"
